labels,row_type,variant,case_id,overlay_id,fault_type,present,status,plan_executable,invalid_steps,total_steps,invalid_step_rate,missing_required_checks,missing_required_evidence_tags,task_completed,top1_root_cause_id,top1_hit,bad_claims,auditable_claims,valid_review_issues,resolved_review_issues,fault_triggered,fault_recovered,model_calls,input_tokens,output_tokens,latency_ms,failures
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,baseline,EVAL-SHD-001,,,True,needs_human_review,True,0,3,0.0,,cable_position_sensitivity,False,shield_pigtail_inductance,True,0,1,1,0,,,5,2647,1119,30692.465,required_evidence_tags_missing;review_issue_unresolved;task_incomplete
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,baseline,EVAL-SHD-002,,,True,needs_human_review,True,0,4,0.0,,camera_state_correlation,False,shield_pigtail_inductance,True,0,1,1,0,,,6,3285,1237,32503.66,required_evidence_tags_missing;review_issue_unresolved;task_incomplete
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,baseline,EVAL-SHD-003,,,True,completed,True,0,3,0.0,,,True,shield_pigtail_inductance,True,0,2,0,0,,,5,2888,1242,30868.622,
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,baseline,EVAL-SHD-004,,,True,needs_human_review,True,0,4,0.0,,maintenance_cable_delta,False,shield_pigtail_inductance,True,0,2,1,0,,,6,3247,1150,32121.888,required_evidence_tags_missing;review_issue_unresolved;task_incomplete
DEVELOPMENT_V1/DETERMINISTIC_REPLAY_FAULT_INJECTION/NOT_EXPERT_VALIDATED,fault_injection,baseline,EVAL-PWR-001,FAULT-001,transient_tool_error,True,needs_human_review,False,0,4,0.0,,switching_frequency_alignment,False,power_input_filter_resonance,True,1,3,2,0,True,False,6,1956,1105,12.717,retry_trajectory_not_proven;task_incomplete
DEVELOPMENT_V1/DETERMINISTIC_REPLAY_FAULT_INJECTION/NOT_EXPERT_VALIDATED,fault_injection,baseline,EVAL-GND-001,FAULT-002,transient_tool_error,True,completed,True,0,4,0.0,,load_correlated_ground_delta,False,shared_return_impedance,True,0,2,0,0,False,False,6,2034,1051,7.904,fault_event_missing_or_duplicated;retry_trajectory_not_proven;task_incomplete
DEVELOPMENT_V1/DETERMINISTIC_REPLAY_FAULT_INJECTION/NOT_EXPERT_VALIDATED,fault_injection,baseline,EVAL-SHD-001,FAULT-003,transient_tool_error,True,needs_human_review,True,0,3,0.0,,bonding_intervention;cable_position_sensitivity,False,shield_pigtail_inductance,True,1,1,3,0,True,False,5,1447,940,6.941,retry_trajectory_not_proven;task_incomplete
DEVELOPMENT_V1/DETERMINISTIC_REPLAY_FAULT_INJECTION/NOT_EXPERT_VALIDATED,fault_injection,baseline,EVAL-CLK-001,FAULT-004,transient_tool_error,True,completed,True,0,4,0.0,,,True,clock_harmonic_radiation,True,0,2,0,0,False,False,6,2038,1014,8.789,fault_event_missing_or_duplicated;retry_trajectory_not_proven
DEVELOPMENT_V1/DETERMINISTIC_REPLAY_FAULT_INJECTION/NOT_EXPERT_VALIDATED,fault_injection,baseline,EVAL-IFL-001,FAULT-005,timeout_once,True,needs_human_review,True,0,4,0.0,,connector_common_mode,False,interface_filter_placement,True,1,3,2,0,True,False,6,2018,1138,8.095,retry_trajectory_not_proven;task_incomplete
DEVELOPMENT_V1/DETERMINISTIC_REPLAY_FAULT_INJECTION/NOT_EXPERT_VALIDATED,fault_injection,baseline,EVAL-NFC-001,FAULT-006,timeout_once,True,needs_human_review,True,0,4,0.0,,edge_synchronous_noise,False,near_field_inductive_coupling,True,1,3,2,0,True,False,6,1889,993,7.086,retry_trajectory_not_proven;task_incomplete
DEVELOPMENT_V1/DETERMINISTIC_REPLAY_FAULT_INJECTION/NOT_EXPERT_VALIDATED,fault_injection,baseline,EVAL-PWR-003,FAULT-007,timeout_once,True,needs_human_review,True,0,4,0.0,,damping_intervention,False,power_input_filter_resonance,True,1,3,2,0,True,False,6,1904,1134,7.375,retry_trajectory_not_proven;task_incomplete
DEVELOPMENT_V1/DETERMINISTIC_REPLAY_FAULT_INJECTION/NOT_EXPERT_VALIDATED,fault_injection,baseline,EVAL-GND-003,FAULT-008,timeout_once,True,needs_human_review,False,0,4,0.0,,,False,shared_return_impedance,True,1,3,2,0,True,False,6,1951,917,7.055,retry_trajectory_not_proven;task_incomplete
DEVELOPMENT_V1/DETERMINISTIC_REPLAY_FAULT_INJECTION/NOT_EXPERT_VALIDATED,fault_injection,baseline,EVAL-SHD-003,FAULT-009,process_interrupt,True,failed,False,0,0,N/A,,cable_common_mode;dual_end_bonding,False,,False,0,0,0,0,True,False,4,778,579,11.207,cross_instance_checkpoint_resume_not_proven;task_incomplete;top1_miss
DEVELOPMENT_V1/DETERMINISTIC_REPLAY_FAULT_INJECTION/NOT_EXPERT_VALIDATED,fault_injection,baseline,EVAL-CLK-003,FAULT-010,process_interrupt,True,completed,True,0,4,0.0,,,False,clock_harmonic_radiation,True,1,3,1,0,False,False,6,2002,1067,6.935,cross_instance_checkpoint_resume_not_proven;fault_event_missing_or_duplicated;task_incomplete
DEVELOPMENT_V1/DETERMINISTIC_REPLAY_FAULT_INJECTION/NOT_EXPERT_VALIDATED,fault_injection,baseline,EVAL-IFL-003,FAULT-011,process_interrupt,True,failed,False,0,0,N/A,,entry_filter_relocation;usb_clock_correlation,False,,False,0,0,0,0,True,False,5,788,311,12.095,cross_instance_checkpoint_resume_not_proven;task_incomplete;top1_miss
DEVELOPMENT_V1/DETERMINISTIC_REPLAY_FAULT_INJECTION/NOT_EXPERT_VALIDATED,fault_injection,baseline,EVAL-NFC-003,FAULT-012,process_interrupt,True,completed,False,0,3,0.0,,,False,near_field_inductive_coupling,True,0,2,0,0,False,False,5,1724,1055,6.497,cross_instance_checkpoint_resume_not_proven;fault_event_missing_or_duplicated;task_incomplete
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,optimized,EVAL-CLK-001,,,True,completed,True,0,4,0.0,,,True,clock_harmonic_radiation,True,0,2,0,0,,,7,5641,1243,32104.928,
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,optimized,EVAL-CLK-002,,,True,completed,True,0,4,0.0,,,True,clock_harmonic_radiation,True,0,2,0,0,,,7,5486,1347,33566.995,
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,optimized,EVAL-CLK-003,,,True,completed,True,0,4,0.0,,,True,clock_harmonic_radiation,True,0,2,0,0,,,7,5689,1563,37314.57,
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,optimized,EVAL-CLK-004,,,True,completed,True,0,4,0.0,,,True,clock_harmonic_radiation,True,0,3,0,0,,,7,5553,1416,34556.232,
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,optimized,EVAL-GND-001,,,True,completed,True,0,4,0.0,,,True,shared_return_impedance,True,0,2,0,0,,,7,5947,1643,40772.549,
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,optimized,EVAL-GND-002,,,True,completed,True,0,4,0.0,,,True,shared_return_impedance,True,0,3,0,0,,,7,5615,1405,49794.608,
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,optimized,EVAL-GND-003,,,True,completed,True,0,4,0.0,,,True,shared_return_impedance,True,0,3,0,0,,,7,5520,1224,45016.558,
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,optimized,EVAL-GND-004,,,True,completed,True,0,4,0.0,,,True,shared_return_impedance,True,0,3,0,0,,,7,5593,1369,35520.135,
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,optimized,EVAL-IFL-001,,,True,completed,True,0,4,0.0,,,True,interface_filter_placement,True,0,2,0,0,,,7,5630,1275,32214.57,
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,optimized,EVAL-IFL-002,,,True,completed,True,0,5,0.0,,,True,interface_filter_placement,True,0,3,0,0,,,8,6437,1448,36094.881,
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,optimized,EVAL-IFL-003,,,True,completed,True,0,3,0.0,,usb_clock_correlation,False,interface_filter_placement,True,0,1,0,0,,,7,5187,1584,52674.887,required_evidence_tags_missing;task_incomplete
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,optimized,EVAL-IFL-004,,,True,completed,True,0,4,0.0,,,True,shared_return_impedance,False,0,3,0,0,,,7,6240,1977,60424.445,top1_miss
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,optimized,EVAL-NFC-001,,,True,completed,True,0,4,0.0,,,True,near_field_inductive_coupling,True,0,3,0,0,,,7,5797,1563,48591.349,
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,optimized,EVAL-NFC-002,,,True,completed,True,0,4,0.0,,,True,near_field_inductive_coupling,True,0,2,0,0,,,7,5370,1156,30065.989,
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,optimized,EVAL-NFC-003,,,True,completed,True,0,4,0.0,,,True,near_field_inductive_coupling,True,0,2,0,0,,,8,6672,2230,66252.727,
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,optimized,EVAL-NFC-004,,,True,completed,True,0,4,0.0,,,True,near_field_inductive_coupling,True,0,3,0,0,,,8,6161,1786,46667.447,
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,optimized,EVAL-PWR-001,,,True,completed,False,0,3,0.0,,,False,power_input_filter_resonance,True,0,3,0,0,,,7,5658,1834,44141.044,plan_not_executable;task_incomplete
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,optimized,EVAL-PWR-002,,,True,completed,True,0,4,0.0,,,True,power_input_filter_resonance,True,0,2,0,0,,,7,5678,1362,35941.853,
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,optimized,EVAL-PWR-003,,,True,completed,True,0,4,0.0,,,True,power_input_filter_resonance,True,0,3,0,0,,,8,6410,2038,47649.812,
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,optimized,EVAL-PWR-004,,,True,completed,True,0,3,0.0,,temperature_capacitance_shift,False,power_input_filter_resonance,True,0,1,0,0,,,6,4892,1295,30677.787,required_evidence_tags_missing;task_incomplete
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,optimized,EVAL-SHD-001,,,True,needs_human_review,True,0,4,0.0,,cable_position_sensitivity,False,shield_pigtail_inductance,True,0,2,1,0,,,8,6056,1806,42978.018,required_evidence_tags_missing;review_issue_unresolved;task_incomplete
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,optimized,EVAL-SHD-002,,,True,needs_human_review,False,0,4,0.0,,camera_state_correlation,False,shield_pigtail_inductance,True,0,2,1,0,,,8,6257,1973,45364.743,plan_not_executable;required_evidence_tags_missing;review_issue_unresolved;task_incomplete
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,optimized,EVAL-SHD-003,,,True,completed,True,0,3,0.0,,,True,shared_return_impedance,False,0,2,0,0,,,6,5033,1283,31407.078,top1_miss
DEVELOPMENT_V1/LIVE_SYNTHETIC_SINGLE_RUN/NOT_EXPERT_VALIDATED,evaluation,optimized,EVAL-SHD-004,,,True,needs_human_review,True,0,3,0.0,,maintenance_cable_delta,False,shared_return_impedance,False,0,2,1,0,,,7,5055,1706,41800.202,required_evidence_tags_missing;review_issue_unresolved;task_incomplete;top1_miss
DEVELOPMENT_V1/DETERMINISTIC_REPLAY_FAULT_INJECTION/NOT_EXPERT_VALIDATED,fault_injection,optimized,EVAL-PWR-001,FAULT-001,transient_tool_error,True,completed,False,0,3,0.0,,,False,power_input_filter_resonance,True,0,3,0,0,True,False,7,3736,1531,14.118,task_incomplete
DEVELOPMENT_V1/DETERMINISTIC_REPLAY_FAULT_INJECTION/NOT_EXPERT_VALIDATED,fault_injection,optimized,EVAL-GND-001,FAULT-002,transient_tool_error,True,completed,True,0,4,0.0,,,True,shared_return_impedance,True,0,2,0,0,True,True,7,3903,1311,11.769,
DEVELOPMENT_V1/DETERMINISTIC_REPLAY_FAULT_INJECTION/NOT_EXPERT_VALIDATED,fault_injection,optimized,EVAL-SHD-001,FAULT-003,transient_tool_error,True,needs_human_review,True,0,4,0.0,,cable_position_sensitivity,False,shield_pigtail_inductance,True,0,2,1,0,True,False,8,3929,1478,12.217,task_incomplete
DEVELOPMENT_V1/DETERMINISTIC_REPLAY_FAULT_INJECTION/NOT_EXPERT_VALIDATED,fault_injection,optimized,EVAL-CLK-001,FAULT-004,transient_tool_error,True,completed,True,0,4,0.0,,,True,clock_harmonic_radiation,True,0,2,0,0,False,False,7,3671,1003,11.846,fault_event_missing_or_duplicated;retry_trajectory_not_proven
DEVELOPMENT_V1/DETERMINISTIC_REPLAY_FAULT_INJECTION/NOT_EXPERT_VALIDATED,fault_injection,optimized,EVAL-IFL-001,FAULT-005,timeout_once,True,completed,True,0,4,0.0,,,False,interface_filter_placement,True,0,2,0,0,True,False,7,3680,1014,10.715,task_incomplete
DEVELOPMENT_V1/DETERMINISTIC_REPLAY_FAULT_INJECTION/NOT_EXPERT_VALIDATED,fault_injection,optimized,EVAL-NFC-001,FAULT-006,timeout_once,True,completed,True,0,4,0.0,,,True,near_field_inductive_coupling,True,0,3,0,0,True,True,7,3721,1158,11.841,
DEVELOPMENT_V1/DETERMINISTIC_REPLAY_FAULT_INJECTION/NOT_EXPERT_VALIDATED,fault_injection,optimized,EVAL-PWR-003,FAULT-007,timeout_once,True,completed,True,0,4,0.0,,,True,power_input_filter_resonance,True,0,3,0,0,True,True,8,4237,1682,11.796,
DEVELOPMENT_V1/DETERMINISTIC_REPLAY_FAULT_INJECTION/NOT_EXPERT_VALIDATED,fault_injection,optimized,EVAL-GND-003,FAULT-008,timeout_once,True,completed,True,0,4,0.0,,,True,shared_return_impedance,True,0,3,0,0,True,True,7,3550,962,36.587,
DEVELOPMENT_V1/DETERMINISTIC_REPLAY_FAULT_INJECTION/NOT_EXPERT_VALIDATED,fault_injection,optimized,EVAL-SHD-003,FAULT-009,process_interrupt,True,completed,True,0,3,0.0,,,False,shared_return_impedance,False,0,2,0,0,True,False,6,3386,1111,85.084,task_incomplete;top1_miss
DEVELOPMENT_V1/DETERMINISTIC_REPLAY_FAULT_INJECTION/NOT_EXPERT_VALIDATED,fault_injection,optimized,EVAL-CLK-003,FAULT-010,process_interrupt,True,completed,True,0,4,0.0,,,True,clock_harmonic_radiation,True,0,2,0,0,True,True,7,3640,1175,74.753,
DEVELOPMENT_V1/DETERMINISTIC_REPLAY_FAULT_INJECTION/NOT_EXPERT_VALIDATED,fault_injection,optimized,EVAL-IFL-003,FAULT-011,process_interrupt,True,completed,True,0,3,0.0,,usb_clock_correlation,False,interface_filter_placement,True,0,1,0,0,True,False,7,2919,743,76.855,task_incomplete
DEVELOPMENT_V1/DETERMINISTIC_REPLAY_FAULT_INJECTION/NOT_EXPERT_VALIDATED,fault_injection,optimized,EVAL-NFC-003,FAULT-012,process_interrupt,True,completed,True,0,4,0.0,,,True,near_field_inductive_coupling,True,0,2,0,0,True,True,8,4496,1880,72.012,
